Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Pidove,Normal Flying,Tiny Pigeon Pokémon,0.3 m (1′00″),2.1 kg (4.6 lbs),1. Big Pecks2. Super LuckRivalry (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),53,Medium Slow,"50% male, 50% female",50,55,50,36,30,43
Tranquill,Normal Flying,Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),1. Big Pecks2. Super LuckRivalry (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),125,Medium Slow,"50% male, 50% female",62,77,62,50,42,65
Unfezant,Normal Flying,Proud Pokémon,1.2 m (3′11″),29.0 kg (63.9 lbs),1. Big Pecks2. Super LuckRivalry (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),220,Medium Slow,"50% male, 50% female",80,115,80,65,55,93
Blitzle,Electric,Electrified Pokémon,0.8 m (2′07″),29.8 kg (65.7 lbs),1. Lightning Rod2. Motor DriveSap Sipper (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,"50% male, 50% female",45,60,32,50,32,76
Zebstrika,Electric,Thunderbolt Pokémon,1.6 m (5′03″),79.5 kg (175.3 lbs),1. Lightning Rod2. Motor DriveSap Sipper (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),174,Medium Fast,"50% male, 50% female",75,100,63,80,63,116
Roggenrola,Rock,Mantle Pokémon,0.4 m (1′04″),18.0 kg (39.7 lbs),1. Sturdy2. Weak ArmorSand Force (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,"50% male, 50% female",55,75,85,25,25,15
Boldore,Rock,Ore Pokémon,0.9 m (2′11″),102.0 kg (224.9 lbs),1. Sturdy2. Weak ArmorSand Force (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,"50% male, 50% female",70,105,105,50,40,20
Gigalith,Rock,Compressed Pokémon,1.7 m (5′07″),260.0 kg (573.2 lbs),1. Sturdy2. Sand StreamSand Force (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),232,Medium Slow,"50% male, 50% female",85,135,130,60,80,25
Woobat,Psychic Flying,Bat Pokémon,0.4 m (1′04″),2.1 kg (4.6 lbs),1. Unaware2. KlutzSimple (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"50% male, 50% female",65,45,43,55,43,72
Swoobat,Psychic Flying,Courting Pokémon,0.9 m (2′11″),10.5 kg (23.1 lbs),1. Unaware2. KlutzSimple (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),149,Medium Fast,"50% male, 50% female",67,57,55,77,55,114
Drilbur,Ground,Mole Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),1. Sand Rush2. Sand ForceMold Breaker (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),66,Medium Fast,"50% male, 50% female",60,85,40,30,45,68
Excadrill,Ground Steel,Subterrene Pokémon,0.7 m (2′04″),40.4 kg (89.1 lbs),1. Sand Rush2. Sand ForceMold Breaker (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),178,Medium Fast,"50% male, 50% female",110,135,60,50,65,88
Audino,Normal Fairy,Hearing Pokémon,1.5 m (4′11″),32.0 kg (70.5 lbs),Healer,"255 (33.3% with PokéBall, full HP)",50 (normal),425,Fast,"50% male, 50% female",103,60,126,80,126,50
Timburr,Fighting,Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),1. Guts2. Sheer ForceIron Fist (hidden ability),"180 (23.5% with PokéBall, full HP)",70 (higher than normal),61,Medium Slow,"75% male, 25% female",75,80,55,25,35,35
Gurdurr,Fighting,Muscular Pokémon,1.2 m (3′11″),40.0 kg (88.2 lbs),1. Guts2. Sheer ForceIron Fist (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,"75% male, 25% female",85,105,85,40,50,40
Conkeldurr,Fighting,Muscular Pokémon,1.4 m (4′07″),87.0 kg (191.8 lbs),1. Guts2. Sheer ForceIron Fist (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,"75% male, 25% female",105,140,95,55,65,45
Tympole,Water,Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),1. Swift Swim2. HydrationWater Absorb (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),59,Medium Slow,"50% male, 50% female",50,50,40,50,40,64
Palpitoad,Water Ground,Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),1. Swift Swim2. HydrationWater Absorb (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),134,Medium Slow,"50% male, 50% female",75,65,55,65,55,69
Seismitoad,Water Ground,Vibration Pokémon,1.5 m (4′11″),62.0 kg (136.7 lbs),1. Swift Swim2. Poison TouchWater Absorb (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),229,Medium Slow,"50% male, 50% female",105,95,75,85,75,74
Throh,Fighting,Judo Pokémon,1.3 m (4′03″),55.5 kg (122.4 lbs),1. Guts2. Inner FocusMold Breaker (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,"100% male, 0% female",120,100,85,30,85,45
Sawk,Fighting,Karate Pokémon,1.4 m (4′07″),51.0 kg (112.4 lbs),1. Sturdy2. Inner FocusMold Breaker (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,"100% male, 0% female",75,125,75,30,75,85
Sewaddle,Bug Grass,Sewing Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),1. Swarm2. ChlorophyllOvercoat (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),62,Medium Slow,"50% male, 50% female",45,53,70,40,60,42
Swadloon,Bug Grass,Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),1. Leaf Guard2. ChlorophyllOvercoat (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),133,Medium Slow,"50% male, 50% female",55,63,90,50,80,42
Leavanny,Bug Grass,Nurturing Pokémon,1.2 m (3′11″),20.5 kg (45.2 lbs),1. Swarm2. ChlorophyllOvercoat (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,"50% male, 50% female",75,103,80,70,80,92
Venipede,Bug Poison,Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),1. Poison Point2. SwarmSpeed Boost (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Slow,"50% male, 50% female",30,45,59,30,39,57
Whirlipede,Bug Poison,Curlipede Pokémon,1.2 m (3′11″),58.5 kg (129.0 lbs),1. Poison Point2. SwarmSpeed Boost (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),126,Medium Slow,"50% male, 50% female",40,55,99,40,79,47
Scolipede,Bug Poison,Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),1. Poison Point2. SwarmSpeed Boost (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Slow,"50% male, 50% female",60,100,89,55,69,112
Cottonee,Grass Fairy,Cotton Puff Pokémon,0.3 m (1′00″),0.6 kg (1.3 lbs),1. Prankster2. InfiltratorChlorophyll (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,"50% male, 50% female",40,27,60,37,50,66
Whimsicott,Grass Fairy,Windveiled Pokémon,0.7 m (2′04″),6.6 kg (14.6 lbs),1. Prankster2. InfiltratorChlorophyll (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"50% male, 50% female",60,67,85,77,75,116
Petilil,Grass,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,"0% male, 100% female",45,35,50,70,50,30
Lilligant,Grass Fighting,Spinning Pokémon,1.2 m (3′11″),19.2 kg (42.3 lbs),Chlorophyll Hustle Leaf Guard,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"0% male, 100% female",70,105,75,50,75,105
Basculin,Water,Mellow Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),Rattled Adaptability Mold Breaker,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,"50% male, 50% female",70,92,65,80,55,98
Sandile,Ground Dark,Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),1. Intimidate2. MoxieAnger Point (hidden ability),"180 (23.5% with PokéBall, full HP)",50 (normal),58,Medium Slow,"50% male, 50% female",50,72,35,35,35,65
Krokorok,Ground Dark,Desert Croc Pokémon,1.0 m (3′03″),33.4 kg (73.6 lbs),1. Intimidate2. MoxieAnger Point (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),123,Medium Slow,"50% male, 50% female",60,82,45,45,45,74
Krookodile,Ground Dark,Intimidation Pokémon,1.5 m (4′11″),96.3 kg (212.3 lbs),1. Intimidate2. MoxieAnger Point (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),260,Medium Slow,"50% male, 50% female",95,117,80,65,70,92
Darumaka,Ice,Zen Charm Pokémon,0.7 m (2′04″),40.0 kg (88.2 lbs),Hustle Inner Focus,"120 (15.7% with PokéBall, full HP)",50 (normal),63,Medium Slow,"50% male, 50% female",70,90,45,15,45,50
Darmanitan,Ice Fire,Zen Charm Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),Gorilla Tactics Zen Mode,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Slow,"50% male, 50% female",105,160,55,30,55,135
Maractus,Grass,Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),1. Water Absorb2. ChlorophyllStorm Drain (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,"50% male, 50% female",75,86,67,106,67,60
Dwebble,Bug Rock,Rock Inn Pokémon,0.3 m (1′00″),14.5 kg (32.0 lbs),1. Sturdy2. Shell ArmorWeak Armor (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"50% male, 50% female",50,65,85,35,35,55
Crustle,Bug Rock,Stone Home Pokémon,1.4 m (4′07″),200.0 kg (440.9 lbs),1. Sturdy2. Shell ArmorWeak Armor (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,"50% male, 50% female",70,105,125,65,75,45
Scraggy,Dark Fighting,Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),1. Shed Skin2. MoxieIntimidate (hidden ability),"180 (23.5% with PokéBall, full HP)",35 (lower than normal),70,Medium Fast,"50% male, 50% female",50,75,70,35,70,48
Scrafty,Dark Fighting,Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),1. Shed Skin2. MoxieIntimidate (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"50% male, 50% female",65,90,115,45,115,58
Sigilyph,Psychic Flying,Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),1. Wonder Skin2. Magic GuardTinted Lens (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,"50% male, 50% female",72,58,80,103,80,97
Yamask,Ground Ghost,Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),Wandering Spirit,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",38,55,85,30,65,30
Cofagrigus,Ghost,Coffin Pokémon,1.7 m (5′07″),76.5 kg (168.7 lbs),1. Mummy,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,"50% male, 50% female",58,50,145,95,105,30
Tirtouga,Water Rock,Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),1. Solid Rock2. SturdySwift Swim (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"87.5% male, 12.5% female",54,78,103,53,45,22
Carracosta,Water Rock,Prototurtle Pokémon,1.2 m (3′11″),81.0 kg (178.6 lbs),1. Solid Rock2. SturdySwift Swim (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"87.5% male, 12.5% female",74,108,133,83,65,32
Archen,Rock Flying,First Bird Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),1. Defeatist,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"87.5% male, 12.5% female",55,112,45,74,45,70
Archeops,Rock Flying,First Bird Pokémon,1.4 m (4′07″),32.0 kg (70.5 lbs),1. Defeatist,"45 (5.9% with PokéBall, full HP)",50 (normal),177,Medium Fast,"87.5% male, 12.5% female",75,140,65,112,65,110
Trubbish,Poison,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),1. Stench2. Sticky HoldAftermath (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,"50% male, 50% female",50,50,62,40,62,65
Garbodor,Poison,Trash Heap Pokémon,1.9 m (6′03″),107.3 kg (236.6 lbs),1. Stench2. Weak ArmorAftermath (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"50% male, 50% female",80,95,82,60,82,75
Zorua,Normal Ghost,Spiteful Fox Pokémon,0.7 m (2′04″),12.5 kg (27.6 lbs),Illusion,"75 (9.8% with PokéBall, full HP)",50 (normal),66,Medium Slow,"87.5% male, 12.5% female",35,60,40,85,40,70
Zoroark,Normal Ghost,Baneful Fox Pokémon,1.6 m (5′03″),73.0 kg (160.9 lbs),Illusion,"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,"87.5% male, 12.5% female",55,100,60,125,60,110
Minccino,Normal,Chinchilla Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),1. Cute Charm2. TechnicianSkill Link (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Fast,"25% male, 75% female",55,50,40,40,40,75
Cinccino,Normal,Scarf Pokémon,0.5 m (1′08″),7.5 kg (16.5 lbs),1. Cute Charm2. TechnicianSkill Link (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),165,Fast,"25% male, 75% female",75,95,60,65,60,115
Gothita,Psychic,Fixation Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),1. Frisk2. CompetitiveShadow Tag (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,"25% male, 75% female",45,30,50,55,65,45
Gothorita,Psychic,Manipulate Pokémon,0.7 m (2′04″),18.0 kg (39.7 lbs),1. Frisk2. CompetitiveShadow Tag (hidden ability),"100 (13.1% with PokéBall, full HP)",50 (normal),137,Medium Slow,"25% male, 75% female",60,45,70,75,85,55
Gothitelle,Psychic,Astral Body Pokémon,1.5 m (4′11″),44.0 kg (97.0 lbs),1. Frisk2. CompetitiveShadow Tag (hidden ability),"50 (6.5% with PokéBall, full HP)",50 (normal),245,Medium Slow,"25% male, 75% female",70,55,95,95,110,65
Solosis,Psychic,Cell Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),1. Overcoat2. Magic GuardRegenerator (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,"50% male, 50% female",45,30,40,105,50,20
Duosion,Psychic,Mitosis Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),1. Overcoat2. Magic GuardRegenerator (hidden ability),"100 (13.1% with PokéBall, full HP)",50 (normal),130,Medium Slow,"50% male, 50% female",65,40,50,125,60,30
Reuniclus,Psychic,Multiplying Pokémon,1.0 m (3′03″),20.1 kg (44.3 lbs),1. Overcoat2. Magic GuardRegenerator (hidden ability),"50 (6.5% with PokéBall, full HP)",50 (normal),221,Medium Slow,"50% male, 50% female",110,65,75,125,85,30
Ducklett,Water Flying,Water Bird Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),1. Keen Eye2. Big PecksHydration (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",62,44,50,44,50,55
Swanna,Water Flying,White Bird Pokémon,1.3 m (4′03″),24.2 kg (53.4 lbs),1. Keen Eye2. Big PecksHydration (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),166,Medium Fast,"50% male, 50% female",75,87,63,87,63,98
Vanillite,Ice,Fresh Snow Pokémon,0.4 m (1′04″),5.7 kg (12.6 lbs),1. Ice Body2. Snow CloakWeak Armor (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),61,Slow,"50% male, 50% female",36,50,50,65,60,44
Vanillish,Ice,Icy Snow Pokémon,1.1 m (3′07″),41.0 kg (90.4 lbs),1. Ice Body2. Snow CloakWeak Armor (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),138,Slow,"50% male, 50% female",51,65,65,80,75,59
Vanilluxe,Ice,Snowstorm Pokémon,1.3 m (4′03″),57.5 kg (126.8 lbs),1. Ice Body2. Snow WarningWeak Armor (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),241,Slow,"50% male, 50% female",71,95,85,110,95,79
Deerling,Normal Grass,Season Pokémon,0.6 m (2′00″),19.5 kg (43.0 lbs),1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Fast,"50% male, 50% female",60,60,50,40,50,75
Sawsbuck,Normal Grass,Season Pokémon,1.9 m (6′03″),92.5 kg (203.9 lbs),1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"50% male, 50% female",80,100,70,60,70,95
Emolga,Electric Flying,Sky Squirrel Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. StaticMotor Drive (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),150,Medium Fast,"50% male, 50% female",55,75,60,75,60,103
Karrablast,Bug,Clamping Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),1. Swarm2. Shed SkinNo Guard (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),63,Medium Fast,"50% male, 50% female",50,75,45,40,45,60
Escavalier,Bug Steel,Cavalry Pokémon,1.0 m (3′03″),33.0 kg (72.8 lbs),1. Swarm2. Shell ArmorOvercoat (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,"50% male, 50% female",70,135,105,60,105,20
Foongus,Grass Poison,Mushroom Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),1. Effect SporeRegenerator (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,"50% male, 50% female",69,55,45,55,55,15
Amoonguss,Grass Poison,Mushroom Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),1. Effect SporeRegenerator (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),162,Medium Fast,"50% male, 50% female",114,85,70,85,80,30
Frillish,Water Ghost,Floating Pokémon,1.2 m (3′11″),33.0 kg (72.8 lbs),1. Water Absorb2. Cursed BodyDamp (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Fast,"50% male, 50% female",55,40,50,65,85,40
Jellicent,Water Ghost,Floating Pokémon,2.2 m (7′03″),135.0 kg (297.6 lbs),1. Water Absorb2. Cursed BodyDamp (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"50% male, 50% female",100,60,70,85,105,60
Alomomola,Water,Caring Pokémon,1.2 m (3′11″),31.6 kg (69.7 lbs),1. Healer2. HydrationRegenerator (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"50% male, 50% female",165,75,80,40,45,65
Joltik,Bug Electric,Attaching Pokémon,0.1 m (0′04″),0.6 kg (1.3 lbs),1. Compound Eyes2. UnnerveSwarm (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,"50% male, 50% female",50,47,50,57,50,65
Galvantula,Bug Electric,EleSpider Pokémon,0.8 m (2′07″),14.3 kg (31.5 lbs),1. Compound Eyes2. UnnerveSwarm (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,"50% male, 50% female",70,77,60,97,60,108
Ferroseed,Grass Steel,Thorn Seed Pokémon,0.6 m (2′00″),18.8 kg (41.4 lbs),1. Iron Barbs,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",44,50,91,24,86,10
Ferrothorn,Grass Steel,Thorn Pod Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),1. Iron BarbsAnticipation (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"50% male, 50% female",74,94,131,54,116,20
Klink,Steel,Gear Pokémon,0.3 m (1′00″),21.0 kg (46.3 lbs),1. Plus2. MinusClear Body (hidden ability),"130 (17.0% with PokéBall, full HP)",50 (normal),60,Medium Slow,Genderless,40,55,70,45,60,30
Klang,Steel,Gear Pokémon,0.6 m (2′00″),51.0 kg (112.4 lbs),1. Plus2. MinusClear Body (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),154,Medium Slow,Genderless,60,80,95,70,85,50
Klinklang,Steel,Gear Pokémon,0.6 m (2′00″),81.0 kg (178.6 lbs),1. Plus2. MinusClear Body (hidden ability),"30 (3.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,Genderless,60,100,115,70,85,90
Tynamo,Electric,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Levitate,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Slow,"50% male, 50% female",35,55,40,45,40,60
Eelektrik,Electric,EleFish Pokémon,1.2 m (3′11″),22.0 kg (48.5 lbs),1. Levitate,"60 (7.8% with PokéBall, full HP)",50 (normal),142,Slow,"50% male, 50% female",65,85,70,75,70,40
Eelektross,Electric,EleFish Pokémon,2.1 m (6′11″),80.5 kg (177.5 lbs),1. Levitate,"30 (3.9% with PokéBall, full HP)",50 (normal),258,Slow,"50% male, 50% female",85,115,80,105,80,50
Elgyem,Psychic,Cerebral Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Telepathy2. SynchronizeAnalytic (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),67,Medium Fast,"50% male, 50% female",55,55,55,85,55,30
Beheeyem,Psychic,Cerebral Pokémon,1.0 m (3′03″),34.5 kg (76.1 lbs),1. Telepathy2. SynchronizeAnalytic (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,"50% male, 50% female",75,75,75,125,95,40
Litwick,Ghost Fire,Candle Pokémon,0.3 m (1′00″),3.1 kg (6.8 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Slow,"50% male, 50% female",50,30,55,65,55,20
Lampent,Ghost Fire,Lamp Pokémon,0.6 m (2′00″),13.0 kg (28.7 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),130,Medium Slow,"50% male, 50% female",60,40,60,95,60,55
Chandelure,Ghost Fire,Luring Pokémon,1.0 m (3′03″),34.3 kg (75.6 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,"50% male, 50% female",60,55,90,145,90,80
Axew,Dragon,Tusk Pokémon,0.6 m (2′00″),18.0 kg (39.7 lbs),1. Rivalry2. Mold BreakerUnnerve (hidden ability),"75 (9.8% with PokéBall, full HP)",35 (lower than normal),64,Slow,"50% male, 50% female",46,87,60,30,40,57
Fraxure,Dragon,Axe Jaw Pokémon,1.0 m (3′03″),36.0 kg (79.4 lbs),1. Rivalry2. Mold BreakerUnnerve (hidden ability),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),144,Slow,"50% male, 50% female",66,117,70,40,50,67
Haxorus,Dragon,Axe Jaw Pokémon,1.8 m (5′11″),105.5 kg (232.6 lbs),1. Rivalry2. Mold BreakerUnnerve (hidden ability),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),270,Slow,"50% male, 50% female",76,147,90,60,70,97
Cubchoo,Ice,Chill Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),1. Snow Cloak2. Slush RushRattled (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",55,70,40,60,40,40
Beartic,Ice,Freezing Pokémon,2.6 m (8′06″),260.0 kg (573.2 lbs),1. Snow Cloak2. Slush RushSwift Swim (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,"50% male, 50% female",95,130,80,70,80,50
Cryogonal,Ice,Crystallizing Pokémon,1.1 m (3′07″),148.0 kg (326.3 lbs),1. Levitate,"25 (3.3% with PokéBall, full HP)",50 (normal),180,Medium Fast,Genderless,80,50,50,95,135,105
Shelmet,Bug,Snail Pokémon,0.4 m (1′04″),7.7 kg (17.0 lbs),1. Hydration2. Shell ArmorOvercoat (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",50,40,85,40,65,25
Accelgor,Bug,Shell Out Pokémon,0.8 m (2′07″),25.3 kg (55.8 lbs),1. Hydration2. Sticky HoldUnburden (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,"50% male, 50% female",80,70,40,100,60,145
Stunfisk,Ground Steel,Trap Pokémon,0.7 m (2′04″),20.5 kg (45.2 lbs),Mimicry,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,"50% male, 50% female",109,81,99,66,84,32
Mienfoo,Fighting,Martial Arts Pokémon,0.9 m (2′11″),20.0 kg (44.1 lbs),1. Inner Focus2. RegeneratorReckless (hidden ability),"180 (23.5% with PokéBall, full HP)",50 (normal),70,Medium Slow,"50% male, 50% female",45,85,50,55,50,65
Mienshao,Fighting,Martial Arts Pokémon,1.4 m (4′07″),35.5 kg (78.3 lbs),1. Inner Focus2. RegeneratorReckless (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,"50% male, 50% female",65,125,60,95,60,105
Druddigon,Dragon,Cave Pokémon,1.6 m (5′03″),139.0 kg (306.4 lbs),1. Rough Skin2. Sheer ForceMold Breaker (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),170,Medium Fast,"50% male, 50% female",77,120,90,60,90,48
Golett,Ground Ghost,Automaton Pokémon,1.0 m (3′03″),92.0 kg (202.8 lbs),1. Iron Fist2. KlutzNo Guard (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Genderless,59,74,50,35,50,35
Golurk,Ground Ghost,Automaton Pokémon,2.8 m (9′02″),330.0 kg (727.5 lbs),1. Iron Fist2. KlutzNo Guard (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Genderless,89,124,80,55,80,55
Pawniard,Dark Steel,Sharp Blade Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),1. Defiant2. Inner FocusPressure (hidden ability),"120 (15.7% with PokéBall, full HP)",35 (lower than normal),68,Medium Fast,"50% male, 50% female",45,85,70,40,40,60
Bisharp,Dark Steel,Sword Blade Pokémon,1.6 m (5′03″),70.0 kg (154.3 lbs),1. Defiant2. Inner FocusPressure (hidden ability),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),172,Medium Fast,"50% male, 50% female",65,125,100,60,70,70
