Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Carvanha,Water Dark,Savage Pokémon,0.8 m (2′07″),20.8 kg (45.9 lbs),1. Rough SkinSpeed Boost (hidden ability),"225 (29.4% with PokéBall, full HP)",35 (lower than normal),61,Slow,"50% male, 50% female",45,90,20,65,20,65
Sharpedo,Water Dark,Brutal Pokémon,2.5 m (8′02″),130.3 kg (287.3 lbs),Strong Jaw,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),196,Slow,"50% male, 50% female",70,140,70,110,65,105
Wailmer,Water,Ball Whale Pokémon,2.0 m (6′07″),130.0 kg (286.6 lbs),1. Water Veil2. ObliviousPressure (hidden ability),"125 (16.3% with PokéBall, full HP)",50 (normal),80,Fluctuating,"50% male, 50% female",130,70,35,70,35,60
Wailord,Water,Float Whale Pokémon,14.5 m (47′07″),398.0 kg (877.4 lbs),1. Water Veil2. ObliviousPressure (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),175,Fluctuating,"50% male, 50% female",170,90,45,90,45,60
Numel,Fire Ground,Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs),1. Oblivious2. SimpleOwn Tempo (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",60,60,40,65,45,35
Camerupt,Fire Ground,Eruption Pokémon,2.5 m (8′02″),320.5 kg (706.6 lbs),Sheer Force,"150 (19.6% with PokéBall, full HP)",50 (normal),196,Medium Fast,"50% male, 50% female",70,120,100,145,105,20
Torkoal,Fire,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs),1. White Smoke2. DroughtShell Armor (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,"50% male, 50% female",70,85,140,85,70,20
Spoink,Psychic,Bounce Pokémon,0.7 m (2′04″),30.6 kg (67.5 lbs),1. Thick Fat2. Own TempoGluttony (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),66,Fast,"50% male, 50% female",60,25,35,70,80,60
Grumpig,Psychic,Manipulate Pokémon,0.9 m (2′11″),71.5 kg (157.6 lbs),1. Thick Fat2. Own TempoGluttony (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),165,Fast,"50% male, 50% female",80,45,65,90,110,80
Spinda,Normal,Spot Panda Pokémon,1.1 m (3′07″),5.0 kg (11.0 lbs),1. Own Tempo2. Tangled FeetContrary (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),126,Fast,"50% male, 50% female",60,60,60,60,60,60
Trapinch,Ground,Ant Pit Pokémon,0.7 m (2′04″),15.0 kg (33.1 lbs),1. Hyper Cutter2. Arena TrapSheer Force (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"50% male, 50% female",45,100,45,45,45,10
Vibrava,Ground Dragon,Vibration Pokémon,1.1 m (3′07″),15.3 kg (33.7 lbs),1. Levitate,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"50% male, 50% female",50,70,50,50,50,70
Flygon,Ground Dragon,Mystic Pokémon,2.0 m (6′07″),82.0 kg (180.8 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,"50% male, 50% female",80,100,80,80,80,100
Cacnea,Grass,Cactus Pokémon,0.4 m (1′04″),51.3 kg (113.1 lbs),1. Sand VeilWater Absorb (hidden ability),"190 (24.8% with PokéBall, full HP)",35 (lower than normal),67,Medium Slow,"50% male, 50% female",50,85,40,85,40,35
Cacturne,Grass Dark,Scarecrow Pokémon,1.3 m (4′03″),77.4 kg (170.6 lbs),1. Sand VeilWater Absorb (hidden ability),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),166,Medium Slow,"50% male, 50% female",70,115,60,115,60,55
Swablu,Normal Flying,Cotton Bird Pokémon,0.4 m (1′04″),1.2 kg (2.6 lbs),1. Natural CureCloud Nine (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),62,Erratic,"50% male, 50% female",45,40,60,40,75,50
Altaria,Dragon Fairy,Humming Pokémon,1.5 m (4′11″),20.6 kg (45.4 lbs),Pixilate,"45 (5.9% with PokéBall, full HP)",50 (normal),207,Erratic,"50% male, 50% female",75,110,110,110,105,80
Zangoose,Normal,Cat Ferret Pokémon,1.3 m (4′03″),40.3 kg (88.8 lbs),1. ImmunityToxic Boost (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),160,Erratic,"50% male, 50% female",73,115,60,60,60,90
Seviper,Poison,Fang Snake Pokémon,2.7 m (8′10″),52.5 kg (115.7 lbs),1. Shed SkinInfiltrator (hidden ability),"90 (11.8% with PokéBall, full HP)",50 (normal),160,Fluctuating,"50% male, 50% female",73,100,60,100,60,65
Lunatone,Rock Psychic,Meteorite Pokémon,1.0 m (3′03″),168.0 kg (370.4 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Genderless,90,55,65,95,85,70
Solrock,Rock Psychic,Meteorite Pokémon,1.2 m (3′11″),154.0 kg (339.5 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Genderless,90,95,85,55,65,70
Barboach,Water Ground,Whiskers Pokémon,0.4 m (1′04″),1.9 kg (4.2 lbs),1. Oblivious2. AnticipationHydration (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"50% male, 50% female",50,48,43,46,41,60
Whiscash,Water Ground,Whiskers Pokémon,0.9 m (2′11″),23.6 kg (52.0 lbs),1. Oblivious2. AnticipationHydration (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),164,Medium Fast,"50% male, 50% female",110,78,73,76,71,60
Corphish,Water,Ruffian Pokémon,0.6 m (2′00″),11.5 kg (25.4 lbs),1. Hyper Cutter2. Shell ArmorAdaptability (hidden ability),"205 (26.8% with PokéBall, full HP)",50 (normal),62,Fluctuating,"50% male, 50% female",43,80,65,50,35,35
Crawdaunt,Water Dark,Rogue Pokémon,1.1 m (3′07″),32.8 kg (72.3 lbs),1. Hyper Cutter2. Shell ArmorAdaptability (hidden ability),"155 (20.3% with PokéBall, full HP)",50 (normal),164,Fluctuating,"50% male, 50% female",63,120,85,90,55,55
Baltoy,Ground Psychic,Clay Doll Pokémon,0.5 m (1′08″),21.5 kg (47.4 lbs),1. Levitate,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Genderless,40,40,55,40,70,55
Claydol,Ground Psychic,Clay Doll Pokémon,1.5 m (4′11″),108.0 kg (238.1 lbs),1. Levitate,"90 (11.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Genderless,60,70,105,70,120,75
Lileep,Rock Grass,Sea Lily Pokémon,1.0 m (3′03″),23.8 kg (52.5 lbs),1. Suction CupsStorm Drain (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),71,Erratic,"87.5% male, 12.5% female",66,41,77,61,87,23
Cradily,Rock Grass,Barnacle Pokémon,1.5 m (4′11″),60.4 kg (133.2 lbs),1. Suction CupsStorm Drain (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),173,Erratic,"87.5% male, 12.5% female",86,81,97,81,107,43
Anorith,Rock Bug,Old Shrimp Pokémon,0.7 m (2′04″),12.5 kg (27.6 lbs),1. Battle ArmorSwift Swim (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),71,Erratic,"87.5% male, 12.5% female",45,95,50,40,50,75
Armaldo,Rock Bug,Plate Pokémon,1.5 m (4′11″),68.2 kg (150.4 lbs),1. Battle ArmorSwift Swim (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),173,Erratic,"87.5% male, 12.5% female",75,125,100,70,80,45
Feebas,Water,Fish Pokémon,0.6 m (2′00″),7.4 kg (16.3 lbs),1. Swift Swim2. ObliviousAdaptability (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),40,Erratic,"50% male, 50% female",20,15,20,10,55,80
Milotic,Water,Tender Pokémon,6.2 m (20′04″),162.0 kg (357.1 lbs),1. Marvel Scale2. CompetitiveCute Charm (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),189,Erratic,"50% male, 50% female",95,60,79,100,125,81
Castform,Ice,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),Forecast,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"50% male, 50% female",70,70,70,70,70,70
Kecleon,Normal,Color Swap Pokémon,1.0 m (3′03″),22.0 kg (48.5 lbs),1. Color ChangeProtean (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),154,Medium Slow,"50% male, 50% female",60,90,70,60,120,40
Shuppet,Ghost,Puppet Pokémon,0.6 m (2′00″),2.3 kg (5.1 lbs),1. Insomnia2. FriskCursed Body (hidden ability),"225 (29.4% with PokéBall, full HP)",35 (lower than normal),59,Fast,"50% male, 50% female",44,75,35,63,33,45
Banette,Ghost,Marionette Pokémon,1.2 m (3′11″),13.0 kg (28.7 lbs),Prankster,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),194,Fast,"50% male, 50% female",64,165,75,93,83,75
Duskull,Ghost,Requiem Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),1. LevitateFrisk (hidden ability),"190 (24.8% with PokéBall, full HP)",35 (lower than normal),59,Fast,"50% male, 50% female",20,40,90,30,90,25
Dusclops,Ghost,Beckon Pokémon,1.6 m (5′03″),30.6 kg (67.5 lbs),1. PressureFrisk (hidden ability),"90 (11.8% with PokéBall, full HP)",35 (lower than normal),159,Fast,"50% male, 50% female",40,70,130,60,130,25
Tropius,Grass Flying,Fruit Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),1. Chlorophyll2. Solar PowerHarvest (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),161,Slow,"50% male, 50% female",99,68,83,72,87,51
Chimecho,Psychic,Wind Chime Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Fast,"50% male, 50% female",75,50,80,95,90,65
Absol,Dark,Disaster Pokémon,1.2 m (3′11″),49.0 kg (108.0 lbs),Magic Bounce,"30 (3.9% with PokéBall, full HP)",35 (lower than normal),198,Medium Slow,"50% male, 50% female",65,150,60,115,60,115
Wynaut,Psychic,Bright Pokémon,0.6 m (2′00″),14.0 kg (30.9 lbs),1. Shadow TagTelepathy (hidden ability),"125 (16.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,"50% male, 50% female",95,23,48,23,48,23
Snorunt,Ice,Snow Hat Pokémon,0.7 m (2′04″),16.8 kg (37.0 lbs),1. Inner Focus2. Ice BodyMoody (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,"50% male, 50% female",50,50,50,50,50,50
Glalie,Ice,Face Pokémon,2.1 m (6′11″),350.2 kg (772.1 lbs),Refrigerate,"75 (9.8% with PokéBall, full HP)",50 (normal),203,Medium Fast,"50% male, 50% female",80,120,80,120,80,100
Spheal,Ice Water,Clap Pokémon,0.8 m (2′07″),39.5 kg (87.1 lbs),1. Thick Fat2. Ice BodyOblivious (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"50% male, 50% female",70,40,50,55,50,25
Sealeo,Ice Water,Ball Roll Pokémon,1.1 m (3′07″),87.6 kg (193.1 lbs),1. Thick Fat2. Ice BodyOblivious (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,"50% male, 50% female",90,60,70,75,70,45
Walrein,Ice Water,Ice Break Pokémon,1.4 m (4′07″),150.6 kg (332.0 lbs),1. Thick Fat2. Ice BodyOblivious (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"50% male, 50% female",110,80,90,95,90,65
Clamperl,Water,Bivalve Pokémon,0.4 m (1′04″),52.5 kg (115.7 lbs),1. Shell ArmorRattled (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),69,Erratic,"50% male, 50% female",35,64,85,74,55,32
Huntail,Water,Deep Sea Pokémon,1.7 m (5′07″),27.0 kg (59.5 lbs),1. Swift SwimWater Veil (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),170,Erratic,"50% male, 50% female",55,104,105,94,75,52
Gorebyss,Water,South Sea Pokémon,1.8 m (5′11″),22.6 kg (49.8 lbs),1. Swift SwimHydration (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),170,Erratic,"50% male, 50% female",55,84,105,114,75,52
Relicanth,Water Rock,Longevity Pokémon,1.0 m (3′03″),23.4 kg (51.6 lbs),1. Swift Swim2. Rock HeadSturdy (hidden ability),"25 (3.3% with PokéBall, full HP)",50 (normal),170,Slow,"87.5% male, 12.5% female",100,90,130,45,65,55
Luvdisc,Water,Rendezvous Pokémon,0.6 m (2′00″),8.7 kg (19.2 lbs),1. Swift SwimHydration (hidden ability),"225 (29.4% with PokéBall, full HP)",50 (normal),116,Fast,"25% male, 75% female",43,30,55,40,65,97
Bagon,Dragon,Rock Head Pokémon,0.6 m (2′00″),42.1 kg (92.8 lbs),1. Rock HeadSheer Force (hidden ability),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,"50% male, 50% female",45,75,60,40,30,50
Shelgon,Dragon,Endurance Pokémon,1.1 m (3′07″),110.5 kg (243.6 lbs),1. Rock HeadOvercoat (hidden ability),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,"50% male, 50% female",65,95,100,60,50,50
Salamence,Dragon Flying,Dragon Pokémon,1.8 m (5′11″),112.6 kg (248.2 lbs),Aerilate,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),315,Slow,"50% male, 50% female",95,145,130,120,90,120
Beldum,Steel Psychic,Iron Ball Pokémon,0.6 m (2′00″),95.2 kg (209.9 lbs),1. Clear BodyLight Metal (hidden ability),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),60,Slow,Genderless,40,55,80,35,60,30
Metang,Steel Psychic,Iron Claw Pokémon,1.2 m (3′11″),202.5 kg (446.4 lbs),1. Clear BodyLight Metal (hidden ability),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),147,Slow,Genderless,60,75,100,55,80,50
Metagross,Steel Psychic,Iron Leg Pokémon,2.5 m (8′02″),942.9 kg (2078.7 lbs),Tough Claws,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),315,Slow,Genderless,80,145,150,105,110,110
Regirock,Rock,Rock Peak Pokémon,1.7 m (5′07″),230.0 kg (507.1 lbs),1. Clear BodySturdy (hidden ability),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,80,100,200,50,100,50
Regice,Ice,Iceberg Pokémon,1.8 m (5′11″),175.0 kg (385.8 lbs),1. Clear BodyIce Body (hidden ability),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,80,50,100,100,200,50
Registeel,Steel,Iron Pokémon,1.9 m (6′03″),205.0 kg (451.9 lbs),1. Clear BodyLight Metal (hidden ability),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Genderless,80,75,150,75,150,50
Latias,Dragon Psychic,Eon Pokémon,1.8 m (5′11″),52.0 kg (114.6 lbs),Levitate,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),315,Slow,"0% male, 100% female",80,100,120,140,150,110
Latios,Dragon Psychic,Eon Pokémon,2.3 m (7′07″),70.0 kg (154.3 lbs),Levitate,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),315,Slow,"100% male, 0% female",80,130,100,160,120,110
Kyogre,Water,Sea Basin Pokémon,9.8 m (32′02″),430.0 kg (948.0 lbs),Primordial Sea,"5 (0.7% with PokéBall, full HP)",0 (lower than normal),347,Slow,Genderless,100,150,90,180,160,90
Groudon,Ground Fire,Continent Pokémon,5.0 m (16′05″),999.7 kg (2204.0 lbs),Desolate Land,"5 (0.7% with PokéBall, full HP)",0 (lower than normal),347,Slow,Genderless,100,180,160,150,90,90
Rayquaza,Dragon Flying,Sky High Pokémon,10.8 m (35′05″),392.0 kg (864.2 lbs),Delta Stream,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,Genderless,105,180,100,180,100,115
Jirachi,Steel Psychic,Wish Pokémon,0.3 m (1′00″),1.1 kg (2.4 lbs),1. Serene Grace,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),270,Slow,Genderless,100,100,100,100,100,100
Deoxys,Psychic,DNA Pokémon,1.7 m (5′07″),60.8 kg (134.0 lbs),Pressure,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Genderless,50,95,90,95,90,180
Turtwig,Grass,Tiny Leaf Pokémon,0.4 m (1′04″),10.2 kg (22.5 lbs),1. OvergrowShell Armor (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"87.5% male, 12.5% female",55,68,64,45,55,31
Grotle,Grass,Grove Pokémon,1.1 m (3′07″),97.0 kg (213.8 lbs),1. OvergrowShell Armor (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",75,89,85,55,65,36
Torterra,Grass Ground,Continent Pokémon,2.2 m (7′03″),310.0 kg (683.4 lbs),1. OvergrowShell Armor (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"87.5% male, 12.5% female",95,109,105,75,85,56
Chimchar,Fire,Chimp Pokémon,0.5 m (1′08″),6.2 kg (13.7 lbs),1. BlazeIron Fist (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"87.5% male, 12.5% female",44,58,44,58,44,61
Monferno,Fire Fighting,Playful Pokémon,0.9 m (2′11″),22.0 kg (48.5 lbs),1. BlazeIron Fist (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",64,78,52,78,52,81
Infernape,Fire Fighting,Flame Pokémon,1.2 m (3′11″),55.0 kg (121.3 lbs),1. BlazeIron Fist (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),240,Medium Slow,"87.5% male, 12.5% female",76,104,71,104,71,108
Piplup,Water,Penguin Pokémon,0.4 m (1′04″),5.2 kg (11.5 lbs),1. TorrentDefiant (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"87.5% male, 12.5% female",53,51,53,61,56,40
Prinplup,Water,Penguin Pokémon,0.8 m (2′07″),23.0 kg (50.7 lbs),1. TorrentDefiant (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"87.5% male, 12.5% female",64,66,68,81,76,50
Empoleon,Water Steel,Emperor Pokémon,1.7 m (5′07″),84.5 kg (186.3 lbs),1. TorrentDefiant (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"87.5% male, 12.5% female",84,86,88,111,101,60
Starly,Normal Flying,Starling Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),1. Keen EyeReckless (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),49,Medium Slow,"50% male, 50% female",40,55,30,30,30,60
Staravia,Normal Flying,Starling Pokémon,0.6 m (2′00″),15.5 kg (34.2 lbs),1. IntimidateReckless (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"50% male, 50% female",55,75,50,40,40,80
Staraptor,Normal Flying,Predator Pokémon,1.2 m (3′11″),24.9 kg (54.9 lbs),1. IntimidateReckless (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),243,Medium Slow,"50% male, 50% female",85,120,70,50,60,100
Bidoof,Normal,Plump Mouse Pokémon,0.5 m (1′08″),20.0 kg (44.1 lbs),1. Simple2. UnawareMoody (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Fast,"50% male, 50% female",59,45,40,35,40,31
Bibarel,Normal Water,Beaver Pokémon,1.0 m (3′03″),31.5 kg (69.4 lbs),1. Simple2. UnawareMoody (hidden ability),"127 (16.6% with PokéBall, full HP)",50 (normal),144,Medium Fast,"50% male, 50% female",79,85,60,55,60,71
Kricketot,Bug,Cricket Pokémon,0.3 m (1′00″),2.2 kg (4.9 lbs),1. Shed SkinRun Away (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),39,Medium Slow,"50% male, 50% female",37,25,41,25,41,25
Kricketune,Bug,Cricket Pokémon,1.0 m (3′03″),25.5 kg (56.2 lbs),1. SwarmTechnician (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),134,Medium Slow,"50% male, 50% female",77,85,51,55,51,65
Shinx,Electric,Flash Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),1. Rivalry2. IntimidateGuts (hidden ability),"235 (30.7% with PokéBall, full HP)",50 (normal),53,Medium Slow,"50% male, 50% female",45,65,34,40,34,45
Luxio,Electric,Spark Pokémon,0.9 m (2′11″),30.5 kg (67.2 lbs),1. Rivalry2. IntimidateGuts (hidden ability),"120 (15.7% with PokéBall, full HP)",100 (higher than normal),127,Medium Slow,"50% male, 50% female",60,85,49,60,49,60
Luxray,Electric,Gleam Eyes Pokémon,1.4 m (4′07″),42.0 kg (92.6 lbs),1. Rivalry2. IntimidateGuts (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),262,Medium Slow,"50% male, 50% female",80,120,79,95,79,70
Budew,Grass Poison,Bud Pokémon,0.2 m (0′08″),1.2 kg (2.6 lbs),1. Natural Cure2. Poison PointLeaf Guard (hidden ability),"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,"50% male, 50% female",40,30,35,50,70,55
